,name,address,stalls,lat,lon
584,FOODPARK (2),"2 LORONG LEW LIAN, S531002","['BEE KEE WANTON NOODLE', 'DRINKS STALL 2', 'FOODPARK', 'MENTAI SENS LOR LEW LIAN', 'SHU SHI PIAO XIANG']",1.35060795612848,103.875680063863
585,FU CHAN (632),"632 AMK AVE 4, S560632","['AL AMEEN', 'CHU NIANG', 'DS 632', 'MARUHACHI', 'YUN SEAFOOD']",1.37999943101882,103.841407224475
586,FORTUNE COFFEE,"122 ANG MO KIO AVE 3, S560122","['HO YEAH NASI LEMAK', 'JOYSTICKS', 'PAPA JONES']",1.37018860668947,103.843413231524
587,GM FOOD CENTRE,"198 PUNGGOL FIELD, S820198","['GM-BEVERAGES', 'GM-CHAI FISH SOUP', 'GM-DIMSUM', 'GM-ECON BEE HOON', 'GM-FISHBALL NOODLE', 'GM-GOLDEN ROOSTER', 'GM-INDIAN CUISINE', 'GM-JAPANESE.KOREAN', 'GM-MIXED VEG RICE', 'GM-ROASTED DELIGHTS', 'GM-SPICY POT', 'GM-YONGTAUFOO', 'SEAFOOD']",1.39946295698551,103.906402434062
588,GOURMET STREET (SMR),"22 SIN MING RD, S570022","['GOURMET STREET (SMR)', 'GUO CHANG MALA', 'JI DE LAI', 'SIN KIAN HENG']",1.3572844410824,103.839396679952
589,HAI ZHONG BAO (422),"422 ANG MO KIO AVE 3, S560422","['NOODLES', 'VEGETARIAN']",1.36799988809778,103.851873942231
590,HAPPY HAWKER (531),"531 ANG MO KIO AVE 10, S560531","['CLAYPOT', 'HAPPY HAWKERS', 'JOYFUL SEAFOOD 531', 'MIXED RICE 531', 'VIETNAMESE CUISINE']",1.37332988150849,103.854382230482
591,HAPPY HAWKERS (267),"267 COMPASSVALE LINK, S540267","['OFANZ COMPASSVALE', 'ZHEN NENG ZHU']",1.38374441748547,103.897046557237
592,HAPPY HAWKERS (671),"671 EDGEFIELD PLAINS, S820671","['HAPPY HAWKERS', 'MARUHACHI']",1.40566048045603,103.911991277154
593,HONG KONG STREET,"158 ANG MO KIO AVE 4, S560158","['HO YEAH', 'HONG KONG STREET DRINKS']",1.3747805874721,103.838997571585
594,HUANG HONG JI,"269B PUNGGOL FIELD, S822269","['ST 1', 'ST 2']",1.40344393233163,103.898666456376
595,KIM SAN LENG (226B),"226B ANG MO KIO AVE 1, S562226","['226 MVR PTE LTD', 'HUP HENG', 'KIM SAN LENG', 'KOO KEE YONG TOW FOO MEE', 'KOREA & JAP CUISINE', 'PANG PANG RICE', 'SG IPOH TAI PAI TONG']",1.36732624025946,103.83955157933
596,KIMLY (202),"202 ANG MO KIO AVE 3, S560202","['BAN MIAN', 'MVR202']",1.36845752328237,103.844515336938
597,KIMLY (304),"304 SERANGOON AVE 2, S550304","['147 SEAFOOD STEAMBOAT', 'AMG304', 'CS304', 'DJU DJU NASI PADANG', 'DS304', 'FU TONG CHICKEN RICE', 'KOU KEE CHICKEN RICE', 'MVR304']",1.35362609777748,103.86770547955
598,KIMLY (327),"327 HOUGANG AVE 5, S530327","['327 FRIED BEE HOON', 'CS327', 'JAPANESE & KOREAN', 'MVR327', 'SF327']",1.36830683201861,103.895987624672
599,KIMLY (408),"408 ANG MO KIO AVE 10, S560408","['AMK 408 SEAFOOD', 'CS408', 'GANG JIAO NOODLE', 'LAO HUO TANG', 'MVR408', 'WEIMEISI NOODLE FISH SOUP']",1.36209053459188,103.854587757902
600,KIMLY (555),"555 ANG MO KIO AVE 10, S560555","['CHEF RECIPE 555', 'DUAL DRAGON', 'FISHSOUP NGOH HIANG', 'LAI LAI FISHBALL NOODLE', 'NEW TOKYO', 'SF CATERING MVR']",1.37119666371478,103.85702400572
601,KIMLY 322,"322 SUMANG WALK, S820322",['LE XIAO CHU 322 SW'],1.41124703512714,103.897501361265
602,KOPITIAM (108),"108 PUNGGOL FIELD, S820108","['PG2-DRINKS & DIMSUM', 'PG2-LAU HUO TANG', 'PG2-MINCED MEAT NDL', 'PG2-ROASTED DELIGHT', 'PG2-SUPERMAN']",1.39649861628108,103.908866307025
603,KOPITIAM (150) change to Deli Kopitiam,"150 BISHAN ST 11, S570150",['TE FOOD PARADISE LLP'],1.34464112446637,103.855389961371
604,KOPITIAM (3),"3 LORONG LEW LIAN, S531003",['LL3-DRINK STALL'],1.3504753599142,103.876132957211
605,KOPITIAM (542B),"542B SERANGOON NORTH AVE 3, S552542",['EATERO 542 SG'],1.37368393003779,103.871416978631
606,KOUFU (168),"168 PUNGGOL FIELD, S820168","['KOUFU 168 DESSERTS', 'KOUFU PTE LTD 168 DRINKS', 'KOUFU 168 DIMSUM', 'KOUFU 168 FRUITS', 'KOUFU 168 PP01 Roasted Delights', 'KOUFU 168 PP10 Yong Tau Foo', 'KOUFU 168 PP11 Mixed Veg Rice', 'KOUFU 168 PP12 Local Delights', 'KOUFU 168 PP13 Mr Western', 'KOUFU 168 PP14 Fragrant Hot Pot', 'KOUFU 168 PP02 Minced Meat Noodle', 'KOUFU 168 PP03 Jap & Korean Cuisine', 'KOUFU 168 PP04 Duck King', 'KOUFU 168 PP05 Vegetarian', 'KOUFU 168 PP06 Warung Nasi Padang', 'KOUFU 168 PPO7 Sing Yi Seafood Garden']",1.39425629780831,103.913043510411
607,KOVAN 212,"212 HOUGANG ST 21, S530212","['888 MOOKATA', 'GRILL 212', 'INDON FOOD XIANGGELI', 'KOVAN 212 DRINKS', 'TOP SEAFOOD @ HOUGANG']",1.35952087347427,103.888340028762
608,KWEK SENG HUAT EATING HOUSE,"350A ANCHORVALE RD, S541350","['LIN YU MEI', 'NO NAME MKN HAUS', ""SIZZLING N'GRILL""]",1.39298113080033,103.886895423183
609,LIAN WAH KOPITIAM,"133 ANG MO KIO AVE 3, S560133","['133 BEE HOON N NASI LEMAK', 'CARROT CAKE', 'LIAN WAH EATING HSE', 'LIAN WAH KOPI', 'POPIAH', 'REMPEYEK CLASSIC BAIDURI']",1.37113968605234,103.842644163241
610,MR TEH TARIK,"608 AMK AVE 5, S560608","['ARABISK HALAL', 'DRINKS', 'INDIAN', 'LOCAL DELIGHTS', 'NASI AYAM']",1.37858209980487,103.836760311526
611,NEETHE,"108 ANG MO KIO AVE 4, S560108","['STALL 1', 'STALL 2']",1.37096635222625,103.838201940326
612,P12 COFFEE SHOP,"205D COMPASSVALE LANE, S544205","['GO 2 EAT', 'MY LITTLE KITCHEN']",1.38587241536871,103.897555104974
613,PROJECT DIGNITY PTE LTD,"267 SERANGOON AVE 3, S550267","['BAKERY', 'DESSERT', 'DIM SUM', 'ECONOMIC RICE', 'HOT BEVERAGES', 'NASI PADANG', 'NOODLES']",1.35319405066769,103.870920824793
614,RASA RASA @ SENGKANG,"278D COMPASSVALE BOW, S544278","['RASA RASA SENGKANG', 'RASA RASA SENGKANG 1', 'RASA RASA SENGKANG 2']",1.38269271730514,103.89105712565
615,S11 (450),"450 ANG MO KIO AVE 10, S560450",['ZHONG HUA GUO WANG'],1.36848406233048,103.855468149019
616,S11 (711),"711 ANG MO KIO AVE 8, S560711","['JAPANESE KOREAN CUISINE', 'KOO KEE YONG TOW FOO MEE', 'OCEAN SEAFOOD 711', 'ORIZON CHICKEN RICE', 'WESTERN FOOD AMK 711', 'WONDERFUL']",1.37145051234129,103.847895512632
617,ST31 COFFEE HOUSE/BADALING (347),"347 ANG MO KIO AVE 3, S560347","['347 MIXED RICE', 'DIAO JI GANG SHI SHAO LA', 'FISHBALL NOODLES', 'HUA LONG SEAFOOD', 'JIA JIA VEGETARIAN', 'LIM JI']",1.36733858334098,103.848576334625
618,TASTEBUD COFFEESHOP,"932 HOUGANG AVE 9, S530932","['HUMFULL (HOUGANG)', 'HAJI HAMZAH EATERY', 'JLD DRAGON', 'OK CHICKEN RICE HG', 'RED DOT MALA HOTPOT', 'SHINJITSU RAMEN', 'SOM TAM EXPRESS & TF + M', 'ZHENG WEI ECONOMICAL']",1.37517548118185,103.881990913099
619,TG 339 EATING HOUSE,"339 ANG MO KIO AVE 1, S560339","['339 CTK SEAFOOD', '339 DRINKS STALL', 'GIMEE FACE', 'JH F&B HOLDINGS PTE LTD', 'LAO NIANG NOODLE STREET', 'NEW EASTERN BEE HOON', 'TG339 EATING HOUSE']",1.36506492207366,103.849115819192
620,THE GREEN BEAN SHOP,"22 SIN MING RD, S570022","['STALL 1', 'THE GREEN BEAN SOUP']",1.3572844410824,103.839396679952
621,WAN JIN,"261 SERANGOON CENTRAL DR, S550261","['925 CHICKEN RICE', 'SEAFOOD', 'SG JB SEAFOOD', 'SHENG HE FOOD CHAIN', 'WAN JIN', 'ZHENG YUAN HK ROASTED']",1.35405255194874,103.872524450991
622,YEN FEI LAI EATING HOUSE,"322 HOUGANG AVE 5, S530322","['BAGUS SIO GOOD (SUN) PTE.', 'CHAI CHEE NASI LEMAK', 'HOUGANG AL HAYAT', 'YEN FEI LAI ST 1', 'ZANE SATAY']",1.36709855359263,103.89697867894
623,YONG SOON INVESTMENT PTE LTD,"805 HOUGANG CENTRAL, S530805","['805 SEAFOOD KITCHEN', 'ENG KEE', 'KRUA NA BOON', 'ROASTED DELIGHT 805', 'ROHANA INDIAN MUSLIM FOOD', 'SHU WEI YUAN']",1.37068333577328,103.894356609963
624,CHOP FUNG LIK RESTAURANT,"5023 ANG MO KIO IND PARK 2, S569526","['JADE CORNER BEEHOON', 'SHAINNE SHAWN FOOD']",1.37111268162077,103.86340043809
625,KIAN SENG SEAFOOD RESTAURANT,"4013 ANG MO KIO IND. PARK, S569629","['4013 COFFEE HOUSE', '4013 ECONOMICAL RICE', 'DAILY DELIGHT', 'KIAN SENG SEAFOOD']",1.35857731988841,103.854792117154
626,YI JIA FOOD CENTRE,"5036 ANG MO KIO IND PARK 2, S569539","['BINFEN FRIED BEE HOON', 'CHEN LONG WANTON NOODLES', 'DING KEE SUPER SOUP', 'FRUIT JUICE', 'GOOD TO EAT VEG RICE', 'HUAT KEE', ""JOLINA'S CUISINE"", 'THAT AROI MOOKATA', 'YJ FOOD HOUSE']",1.3722933064188,103.861759518041
627,154A BUKIT BATOK,"154A BUKIT BATOK WEST AVE 8, S651154","['EATTOGATHER YTF', 'IVY FRESH CHICKEN', 'VEGETABLES AND FRUITS ST 1', 'VEGETABLES AND FRUITS ST 2', 'VEGETABLES AND FRUITS ST 3', 'VEGETABLES AND FRUITS ST 4', 'XIN YE FISH SELLER', 'XIN YE FISH SELLER 2']",1.34737180152613,103.743698106143
628,446 FAJAR ROAD WET MARKET,"446 FAJAR RD, S670446",['118 MIN XIANG TRADING'],1.38397139014156,103.77110023409
629,AHMAN HOUSEHOLD SUPPLIES PTE LTD,"963 JURONG WEST ST 91, S640963",['AMMAN SUPPLIES'],1.34185939994779,103.692089452412
630,BOON LAY PLACE FOOD VILLAGE,"221B BOON LAY PLACE, S642221","['125 NOODLES', 'BANANA LEAF NASI LEMAK', 'BL 01-101', 'BL SATAY N WINGS', 'BLHC 108', 'BLHC 111', 'BLHC 114', 'BLHC 116', 'BLHC 117', 'BLHC 120', 'BLHC 124', 'BLHC 128', 'BLHC 163', 'BOON LAY 221B FP 148', 'BOON LAY 221B WTM 130', 'BOON LAY CARROT CAKE', 'BOON LAY POWER NASI LEMAK', 'BOON LAY SOYA BEAN DRINK', 'CHANG QING FRUIT JUICE', 'CHWEE HUA MIXED VEGETABLE', 'DELISNACKS', 'ECONOMIC BEE HOON', 'ENG KEE @ BOON LAY', 'ENG SENG COFFEE STALL', 'FRUIT JUICE 113', 'FRUIT VEGGIES JUICE', 'GUAN HOE', 'HAI CHUA NOODLES', 'HIANG LEE CHICKEN RICE', 'HJ.KADIR N SON', 'HO HUAT HOKKIEN PRAWN MEE', 'HUI JI TIAN TIAN LAI', 'I.MOHAMED ISMAIL', 'KEE HIONG FOOD STALL', 'LIAN YI BBQ SEAFOOD', 'LIN JI FISH SOUP', 'LOCAL CUISINE', 'MA BO', 'MUI TIN HIANG FOOD STALL', ""O' KEE FISHBALL NOODLE"", 'PHOENIX PATONG CURRY RICE', 'RI RI XIN', 'SIN SENG COFFEE STALL', 'TIAN SENG COFFEE', 'TIAN TIAN XIANG', 'TIEN HOE COFFEE STALL', 'TRADITIONAL HAKKA LUI CHA', 'WEI SHENG FOOD STALL', 'WHAMPOA SOYA BEAN', 'WU BBQ SEAFOOD', 'XIANG FENG NASI LEMAK', 'XIN SHENG NGOH HIONG', 'YEW TECK FOOD STALL']",1.34576075706899,103.713083742931
631,BUKIT PANJANG HAWKER CENTRE AND MARKET,"2 BUKIT PANJANG RING RD, S679947","['ALL IN ALL FLOWERS', 'AYU NASI PADANG', 'BAN MIAN', 'BEE HWA HANDMADE PAU TIM', 'BP CHICKEN RICE', 'CELSIUS CHICKEN', 'COASTWAY', 'DAY NIGHT HERBAL SOUP', 'FATHER & SON', 'HABIB SAHRA', 'HAI NAN HOMETOWN CURRY', 'HANPHY SEAFOOD', 'HAPPY FOX', 'HC2BPRING - DRINK', 'HERBS & ORGANIC', 'IS ME FASHION', 'JJ MEATS', 'KOREAN JAPANESE CUISINE', 'LAO SHU', 'LI LONG', 'LIANG HAO JI', 'LIKEPUDDING', 'METROPOLITAN FLORIST', 'MIXED VEGE RICE', 'MOOKATA EATING HOUSE', 'NTP WESTERN & GRILL', 'OLD TIMES', 'SAMSUDEEN B P', 'SPICY POT', 'TECK WIN INTERIOR DESIGN', 'TIAN TIAN NASI LEMAK', 'TONG FONG FATT HAINANESE', 'VEGETARIAN', 'YEW LEE WANTON NOODLE', 'YOU XIANG TEOCHEW NOODLE', 'YU KEE DUCK RICE', 'YXL FASHION', 'ZEN DIGITAL (LU)']",1.37759742308947,103.772491526747
632,EDDY SEAFOOD 156,"963 JURONG WEST ST 91, S640963",['EDDY SEAFOOD 156'],1.34185939994779,103.692089452412
633,JURONG WEST HAWKER CENTRE,"50 JURONG WEST ST 61, S648202","['JUNE KEE NOODLE HOUSE', 'YONG SHENG FRIED DELIGHTS']",1.34126410393954,103.697241852189
634,PASIR PANJANG FOOD CENTRE,"121 PASIR PANJANG RD, S118543","['AH TIAM CURRY RICE', 'AL EHSAN', 'ALAN BANANA LEAVES B.B.Q', 'BUA SIAM THAI FOOD', 'CHIN HENG DRINKS CORNER', 'CHINATOWN NOODLE HOUSE', 'CHOA CHU KANG BBQ CHICKEN WING', 'CHONG JIA FOOD', 'CORNER FRUIT N JUICES 35', 'CRISPY UNION', 'FAMOUS SATAY', 'FATTY IPOH NOODLES', 'FRESH FRUIT JUICE', 'FRUITS ROJAK', 'GOOD LUCK CAFÉ', 'GREAT CITY SUGARCANE', 'HAJI K MASHOOD THE TARIK', 'HANNAS KITCHEN', 'HANNAS SEAFOOD BBQ', 'HENG HUAT FRIED KWAY TIAO', 'JUBILANT CHICKEN RICE', 'LA MEI ZI KITCHEN', 'LI YUAN', 'LUCKY BBQ SEAFOOD', 'MENG KEE', 'MENG KEE SEAFOOD', 'MUHAMMAD AL JUFRI BIN PALARI', 'PRAWN NOODLE DELIGHTS', 'RONG CHENG BRAISED DUCK', 'SHAFRIN INDIAN MUSLIM', 'SIN CHIN HENG DRINKS CORNER', 'THAI SIN SEAFOOD BBQ', 'TOM YUM GOONG', 'WU ZHI SHAN', 'XIN FU JI SEAFOOD', 'XIN JI CONGEE', 'ZHEN MEI SHI']",1.27569879325348,103.791619964293
635,TAMAN JURONG FOOD CENTRE,"3 YUNG SHENG RD, S618499","['AN XIN FOOD AND BEVERAGE', 'HAINAN CHICKEN RICE', 'JJ SARAWAK NOODLE', 'LE KITCHEN', 'TICK PROVISION SHOP', 'YONG SHENG FRIED DELIGHTS']",1.33468266452814,103.721619258973
636,TEBAN GARDENS MARKET & FOOD CENTRE,"37A TEBAN GARDEN, S601037","['588 PURE SUGARCANE JUICE', 'AL FATAHYA PROVISION SHOP', 'BEANCURD AND NOODLES', 'CHUAN 01-35', 'CHUAN HUI HOW', 'DELI SNACK', 'EGGS #01-61', 'FENG CHENG HUP LEE', 'FISH #01-71', 'FISH STALL 79 (WM)', 'FRESH CHICKEN', 'FRESH FISH #01-65', 'FRESH PORK #01-76', 'FRESH PORK #01-77', 'HARIS SHARIF PTE LTD', 'HAWKER FRESH MEAT', 'HOCK LENG FISHERY', 'JOB PANCAKE', 'KHUNG KEE', 'MIXED VEG RICE', 'NAM PING CAFÉ', 'NANYUAN CHOON FOOD STALL', 'P BAHARNISBA MUSLIM', 'PANCAKES', 'PORK #01-72', 'PRESERVED & DRIED FOOD', 'PROVISION SHOP', 'ROASTED MEAT #01-74', 'SEAFOOD #01-66', 'SEAFOOD #01-69', 'SEAFOOD FRESH', 'VEGETABLES', 'VEGETABLES #01-56', 'ZANATH COFFEESTALL']",1.32083109341424,103.742748119105
637,YUHUA MARKET & HAWKER CENTRE,"347 JURONG EAST AVE 1, S600347","['#01-02', '#01-35', '#01-53', '#01-54', '#01-59', '#01-60', '#01-67', '01-17', '01-18', '01-20', '01-25', '01-50', '01-52', '01-68', 'AH WEI JING DIAN', 'ALEX POON', 'ALHAM FAMILI FOOD', 'BENEW TRADING CENTRE', 'CANDY TEW (WM)', 'CHAO YANG TEO CHEW', 'CHUAN SENG CHAN TRADING', 'CLOTHING STALL (WM)', 'DA DONG BAI HUO SHANG', 'DA ZHONG DELICACIES', 'DONG JI SOYA BEAN DRINK', 'FAMOUS SENG HENG FAMILY', 'GOOD DUCK', 'GRANNY PANCAKE', 'GREAT WALL CHICKEN RICE', 'HONG SHENG FISH SOUP', 'HOSEN', 'HUA XIN BAK KUT TEH', 'HUAT', 'INDONESIA FRESH PORK', 'ING HOCK KUE COFFEE', 'J AND K FASHION (WM)', 'JING JING', 'JIT SENG EGG DEALER', 'K S FROZEN FOOD', 'KAMPONG BAHRU COOKED FOOD', 'KIM COFFEE', 'KOPI TEH', 'LAI HENG BEDSHEET AND (WM)', 'LAI HENG TEOCHEW KUEH', 'LAM CHAN MIXED VEG RICE', 'LENG SOON TRADING (WM)', 'LI FANG ZHOU PING', 'LIANG KEE', 'LUYING FASHION', 'MALA HOTPOT', 'MOHD NIYAAS MUSLIM FOOD', 'NAN FANG COFFEE STALL', 'NEAT ALTERATION OF UNISEX', 'ORGANIC AND VEGETARIAN', 'PENG JI XIAO CHU', 'POH HIAP HOE INCENSE', 'POON KEE WANTON MEE', 'POPULAR LIGHTING', 'QI LE BRA', 'SHUN FA', 'SHUN FA FRESH FRUIT JUICE', 'SLICED FISH SOUP 1182', 'SNACKS0163 (WM)', 'STYLE LADY (WM)', 'SUNGEI ROAD LAKSA', 'THUNDER TEA RICE', 'TIAN LE', 'UMAIRAH HALAL FOOD', 'VEGETABLES 01-21', 'VEGETABLES 01-22', 'WELCOME FOOD', 'XIANG FLOWER', 'XIAO MEI ECONOMIC MEE', 'XINGYUN BONELESS CHICKEN', 'YANG SHENG SHU SHI', 'YING GALLERY (WM)', 'YONG KEE CHICKEN RICE', 'YUHUA PLACE ROAST PORK', 'ZHEN VEGETARIAN']",1.34541698312776,103.731703838354
638,1868 COFFEE HOUSE,"713 CLEMENTI WEST ST, S120713","['BAO GONG XO', 'BOON LAY HO HUAT', 'MOO MOO THAI MOOKATA', 'NANYANG DIM SUM', 'NANYANG DRINK STALL']",1.3041278418713,103.762206285308
639,265 DE TIAN,"265 BUKIT BATOK EAST AVE 4, S650265",['YU PAN-BB265'],1.35000839590252,103.759862841397
640,328 FOOD HOUSE,"328 CLEMENTI AVE 2, S120328","['328 FOOD HOUSE', 'AMLM', 'HA HA HOTPOT', 'JING JING HOU SIK', 'LITTLE MYANMAR', 'LONG ZHONG JIAK BBQ', 'MEI SHI CHENG']",1.31399161476536,103.767089003977
641,5 DOVER CRESCENT CS,"5 DOVER CRESCENT, S130005","['5 SEAFOOD ZI CHAR', 'DOVER COFFEE SHOP']",1.30406012764311,103.782637200936
642,7 STARS (28),"28 DOVER CRESCENT, S130028","['CHU YI', 'JAPANESE & KOREAN CUISINE', 'KOO KEE YONG TOW FOO MEE', 'YI SHENG 28']",1.3047635676742,103.781697199348
643,7 STARS (498),"498 JURONG WEST ST 41, S640498","['0498JUWNP', '498 YONG TAU FOO']",1.34833335760515,103.724307319237
644,85 DEGREE CAFE,"253 CHOA CHU KANG AVE 1, S680253",['KEAT HONG CURRY'],1.37677749544409,103.744548948082
645,AIR PASANG,"374 BUKIT BATOK ST 31, S650374","['AIR PASANG MAKAN', 'AIR PASANG RUMAH MAKAN', 'AYAM GORENG', 'DAPUR LEGEND', 'HANUM BAROKAH NOODLES']",1.35809928242123,103.750719669325
646,AYZA'S RESTAURANT,"508 JURONG WEST ST 52, S640508","[""AYZA'S RESTAURANT"", 'HOT HOT AYAM PENYET', 'SEDAP CHICKEN RICE']",1.34872718063365,103.718715391434
647,BADALING (207),"207 BUKIT BATOK ST 21, S650207","['207BBQ', 'AL HAYAT INDIAN MUSLIM FO', 'BESTIN', 'DRINKS', 'FU YUAN', 'JIA CHENG', 'MIXED RICE 207']",1.34624866176031,103.749382188265
648,BADALING (449),"449 CLEMENTI AVE 3, S120449","['1A HERITAGE', '449 WESTERN', 'AL MUBARAK', 'ASIA GHANI CHICKEN RICE', 'BADALING 449 DRINKS', 'CTK SEAFOOD']",1.31361567894894,103.764809966953
649,BADALING (547),"547 SEGAR RD, S670547","['BADALING', 'BAN MIAN', 'GRAB N GO 547', 'JI CHENG BEE HOON', 'MOHAMED WASEEF', 'SHUN HENG BBQ', 'WANG HENG MVR', 'XIANG CHENG 547']",1.3882402168269,103.76957538706
650,FOODHUB,"803 KEAT HONG CLOSE, S680803","['AL TAJ INDIAN MUSLIM FOOD', 'TENDERBEST']",1.37415533445512,103.742759621749
651,BADALING (SENJA RD 635C),"635C SENJA RD, S673635",['BP 635 GRAB N GO'],1.38650187058094,103.758433939145
652,BEST COFFEE PTE LTD,"959 JURONG WEST ST 92, S640959","['959 FISHBALL NOODLES', 'LU HENG KEE', 'TIONG BAHRU CHWEE KUEH', 'VEGETARIAN FOOD']",1.34148123537153,103.690721731576
653,BGAIN 442 EATING HOUSE,"442 CLEMENTI AVE 3, S120442","['KOREAN FOOD', 'MEIXI YONG TAU FOO CL442', 'NASI PADANG SELERA', 'TOP SEAFOOD', 'XIN CHENG', 'XINPENG']",1.31412254184755,103.764518594142
654,BROADWAY (60),"60 GUL LANE, S629437","['GOLDEN DRAGON ROASTED', 'TANGLIN HALT TRADITIONAL', 'UMAMI YONG TAU FOO', 'YUAN VEGE']",1.31409753838468,103.662233383728
655,CHANG CHENG (109),"109 BUKIT BATOK WEST, S650109","['FISHBALL NOODLES', 'ROASTED DELIGHT', 'SEAFOOD']",1.34700376747987,103.746170410388
656,CHANG CHENG (498),"498 JURONG WEST ST 41, S640498","['498 HAPPY HOUSE BAN MIAN', 'AH HWA NOODLE HOUSE', 'CHANG CHENG CS 498 JW', 'DRINKS', 'HE JIA', 'JAP N KOREAN CUISINE']",1.34833335760515,103.724307319237
657,CHOICE (215),"215 JURONG EAST ST 21, S600215",['215 CHOICE'],1.33993327217519,103.738514477739
658,DE TIAN (265),"265 BUKIT BATOK EAST AVE 4, S650265","['265 SAN HUP', 'BB 265 SEAFOOD']",1.35000839590252,103.759862841397
659,EIGHTWAYS,"395A BUKIT BATOK WEST AVE 5, S651395","['CONG YING', 'ECONOMIC BEE HOON', 'LIM KEE FISHBALL NOODLE', 'MIXED VEG RICE & BEEHOON', 'TEPPAN-MAN']",1.36393821475024,103.751896006121
660,EPIC HAUS (267A),"267A TOH GUAN RD, S601267","['CEST LA VIE KITCHEN PTE.', 'EPIC HAUS', 'LIN YU MEI P/L', 'TONG FONG FATT', 'ZHONG JI']",1.34155988964929,103.744937235987
661,FOODFARE (673B),"673B CHOA CHU KANG CRES AVE 4, S682673","['AHDI CLAYPOT DELIGHTS CCK', 'DS673B', 'RICE GARDEN 673', 'SF673B']",1.40097318180287,103.747961271519
662,FOODHUB (145),"145 TECK WHYE AVE, S680145",['HARUMMANIS TECK WHYE'],1.38137461523127,103.752468776533
663,FOODLOFT (431),"431 CLEMENTI AVE 3, S120431","[""431 COLLIN'S"", '431 FOODLOFT', '431 SHI ZHI WEI', 'FISHBALL NOODLE', 'JIN SHENG 131 JBM']",1.31377438724798,103.762535189721
664,FOODPARK (485),"485 SEGAR RD, S670485","['CHAI KEE SEAFOOD', 'DRINKS STALL 485', 'MENTAI SENS SEGAR']",1.38868132378093,103.771312569429
665,FU CHAN (145),"145 TECK WHYE AVE, S680145","['BADALING DRINKS 145', 'BADALING WESTERN 145', 'DS 145 TW', 'RU YI DELIGHTS', 'XIANG PORRIDGE', 'XIAO BAO MVR 145', 'YU PAN-TW145']",1.38137461523127,103.752468776533
666,FUCHAN (134),"134 JURONG GATEWAY RD, S600134",['SHAN DONG DONG JI LA MIAN'],1.33399413849743,103.738819152518
667,HAO KOU WEI (271),"271 BUKIT BATOK EAST AVE 4, S650271","['HENG HENG FISHBALL', 'HKW DRINKS STALL', 'NUR NABEELA PTE. LTD.', 'RI XING MIXED RICE', 'WAN FU CURRY RICE', 'YUMMY KITCHEN']",1.34817263842498,103.758893085449
668,HONG KAH FOOD PLACE,"376 BUKIT BATOK ST 31, S650376","['376 WANTON NOODLE', 'CS376', 'JB TAI PAI TONG SEAFOOD']",1.35831705249927,103.749579868748
669,KAI XIANG FOOD CENTRE,"349 JURONG EAST AVE 1, S600349","['JOO SIAH BKT', 'KAI XIANG SEAFOOD']",1.34446375047917,103.731445785743
670,KIM SAN LENG (259A),"259A BANGKIT RD, S670259","['259 HABIB EXPRESS', 'DRAGON - FLY BP']",1.37750727624619,103.77360557644
671,KIMLY (150 BUKIT BATOK),"150 BUKIT BATOK ST 11, S650150",['EAT BAR PTE LTD'],1.34878467496741,103.743672838723
672,KIMLY (221),"221 BOON LAY PLACE, S640221","['AH XIONG HOKKIEN MEE', 'CS221', 'DS221', 'MVR221', 'SF221', 'XING LONG 221']",1.34633552457315,103.712430373455
673,KIMLY (325),"325 CLEMENTI AVE 5, S120325","['CS325', 'MVR325', 'XIN FENG SEAFOOD PTE. LTD']",1.31542671896834,103.766840120707
674,KIMLY (347),"347 BUKIT BATOK ST 34, S650347","['BENG KEE', 'CSBB347', 'DING JI', 'MVRBB347', 'RSA FOOD PALACE', 'TANAKA VEGETARIAN', 'WF347']",1.36227034200422,103.75119293891
675,KIMLY (450),"450 CLEMENTI AVE 3, S120450","['CHING HAO WEI 450', 'CS450', 'DS450', 'KOO KEE YONG TOW FOO MEE']",1.31344800875534,103.765483715103
676,KIMLY (679),"679 JURONG WEST CENTRAL 1, S640679","['ADITHYA SUPER MART PTE. L', 'DS679', 'FISH SOUP', 'RICE GARDEN 679', 'SF679']",1.34459467879461,103.70608942772
677,KOPISO,"447 BUKIT BATOK WEST AVE 9, S650447","['AL NADHIRA', 'DRINKS KOPISO', 'FEI FEI NOODLES', 'MIXED VEG RICE', 'TENDERBEST 447']",1.35269613917058,103.739809933376
678,KOPITIAM (475),"475 CHOA CHU KANG AVE 3, S680475","['CK-CHICKEN RICE', 'CK-MIXED VEG RICE', 'CK-MUSLIM FOOD']",1.37805614752086,103.738931794069
679,KOPITIAM (624),"624 CHOA CHU KANG ST 62, S680624","['Filipino Cuisine', 'FISHBALL NOODLE', 'Mixed Veg Rice', 'Nasi Lemak', 'SEAFOOD TZE CHA 624', 'Wanton Noodle', 'YTS-BAN MIAN', 'YTS-CLAYPOT DELIGHT', 'YTS-DIM SUM', 'YTS-HERBAL SOUP', 'YTS-KOREAN CUISINE', 'YTS-MALA XIANG GUO', 'YTS-PHILIPINE CUISIN', 'YTS-WANTON NOODLE']",1.39804736098268,103.74708477866
680,KOUFU (117),"117 PENDING RD, S670117",['SPICE KITCHEN'],1.37730128071547,103.767979335905
