,name,address,stalls,lat,lon
188,PRIME COURT (461),"461 YISHUN AVE 6, S760461","['DE SINN CHICKEN RICE', 'GUAN CHEE ROASTED', 'JAPANESE CUISINE']",1.42841338853064,103.84997365333
189,S11 (630A),"630A WOODLANDS RING RD, S731630","['FISH & CHICKS', 'FRIED KWAY TEOW', 'SG 11', 'XIANG FENG JI', 'YA ZAI']",1.43509447552281,103.801196428683
190,SILVER SPOON,"293 YISHUN ST 22, S760293","['AMY CRESSWELLS NOODLE', 'MINCED MEAT NOODLE', 'WULIN HAIXIAN']",1.43611425409216,103.837605235958
191,TAI WAH,"892C WOODLANDS DR 50, S732892","['DING JI ROASTED DELIGHTS', 'SI CHUAN XIAO CHI', 'SIANG GARDEN (WOODLANDS)', 'VEGE EPISODE (WOODLANDS)', 'XIANG WEI MALA HOTPOT', 'XIAO MEI BAN MIAN', 'YES! TOMATO']",1.43678473589244,103.789409620559
192,U LAI (761),"761 YISHUN ST 72, S760761","['761 TEOCHEW BEE GROUP PTE', '761 YISHUN SEAFOOD', 'MIXED RICE 761', 'RSA RESTAURANT', 'Y761 COFFEE STATION']",1.42539842441665,103.833259035976
193,YAK HONG COFFEE HOUSE,"590 MONTREAL LINK, S750590","['FRAGRANCE COURT', 'GUO CHANG SEAFOOD', 'JAPANESE KOREAN', 'JIN SHENG MIXED VEG RICE', 'TIAN LE CUISINE', 'YAK HONG', 'YUAN JI', 'ZHEN WEI']",1.45063212743043,103.826554055194
194,YISHUN 81 FOODCOURT,"925 YISHUN CENTRAL 1, S760925",['925 CHICKEN RICE @YISHUN'],1.42823085122583,103.837450252524
195,7 STARS COFFEE SHOP,"1 YISHUN ST 23, S768441","['AL-HAMD MALAY CUISINE', 'JIAN KANG XIAO CHU', 'TIAN HIONG SEAFOOD']",1.43871455444908,103.841703497137
196,HUAT LI EATING HOUSE,"1001 YISHUN IND PARK A, S768743","['DRINKS STALL', 'HUP HENG', 'KIM POH', 'LELE NASI LEMAK', 'ZAM ZAM INDIAN FOOD']",1.44158276654703,103.831409812206
197,MIN LOCK EATING HOUSE,"22 SENOKO LOOP, S758154","['BRAISED DUCK RICE', 'CHUAN SLICED FISH SOUP', 'HANDMADE MEE HOON KUEH', 'MIN LOCK DRINKS', 'MIN LOCK FRUITS', 'MIN LOCK SNACKS', 'NUR MUHAMMAD', 'RE HE VEGETARIAN', 'RINA YTF', 'SHI WEI XIAN NOODLE HOUSE', 'SOON HENG', 'ZAM ZAM INDIAN FOOD']",1.45822657822317,103.799539671868
198,YI JIA FOOD CENTRE (263),"263 KRANJI RD, S739506","['DRINKS', 'SOON LEE', 'ZI CHAR']",1.43641739851422,103.754041541541
199,152A SERANGOON NORTH MARKET,"152A SERANGOON NORTH AVE 1, S551152","['378 MINI MKT', 'HAO WEN', 'SENG SENG FRESH MARKET', 'TLC PORK DEALER']",1.36978741062913,103.872742681692
200,409 ANG MO KIO MARKET & FOOD CENTRE,"409 ANG MO KIO AVE 10, S560409","['01-49', '116 TE JIA CAI (WM)', '25 SOYA', '409 ANG MO KIO BAGS', '80818295 (WM)', '9394 (WM)', '9697 (WM)', 'AH CHOO PROVISION (WM)', 'AH HAN SUPER FRESH VEGGIE', 'AH SAM INDONESIA FRESH (WM)', 'AH SENG (WM)', 'ALTERATION CENTRE 0145', ""ANG'S FRESH VEGETABLES"", 'AROWANA AQUARIUM (WM)', 'BENDEMEER FRESH COCKLES', 'CHAN YIN (WM)', 'CLOTHES (LU)', 'EAST SUN LOCKSMITH', 'FENG CUN (WM)', 'FIVE STAR VENTURES FRESH EGGS(WM)', 'FRESH CHICKEN (WM)', 'FRESH PORK', 'FRESH SEAFOOD (WM)', 'FRESH SEAFOOD 110', 'FRUIT JUICE', 'GOY SIN (WM)', 'HAN JIANG YU TANG', 'HANDMADE YONG TAU FU (WM)', 'HAPPY STATION (WM)', 'HENG LEE ELECTRICAL', 'HONG CHENG (WM)', 'HUP SENG HUAT', 'INDONESIA FRESH PORK (WM)', ""IVY'S SEAFOOD"", 'JENNY KHOO (WM)', 'JOANNE FASHION (WM)', 'KAK NGEE HARDWARE (WM)', 'LAI LAI HENG WANTON MEE', 'LEE KEE DUCK RICE. NOODLE', 'LEE VEGETABLE (WM)', 'LIM KEE (WM)', 'LIN SING (WM)', 'LONG KEE CARROT CAKE', 'LONG XING FISH SHOP', 'LUCKY FRUIT', 'MING XIANG FISHBALL', 'MIX VEG RICE PORRIDGE', 'MUSLIM FOOD #01-39', ""MUTHU'S SPICES"", 'NG SONG SENG (WM)', 'OLD SONG KEE (AM)', 'OLD SONG KEE (PM)', 'OYSTER NG', 'RUI FENG COFFEE STALL', 'S K FASHION', 'SAN TECK COFFEE STALL', 'SENG HEE', 'SENG HUAT (WM)', 'SHI XIAN', 'SONG HUAT (WM)', 'SOON HUAT COFFEE SHOP', 'TAI TONG COFFEE POWDER', 'TONG FA TIAN PING', 'TONG FONG FATT HAINANESE', 'VICTORY SUGARCANE JUICE', 'XIANG JI JI FAN', 'XIN ZAI FA', 'YEW SENG PROVISION STALL', 'YI NI XIN XIAN ZHU ROU (WM)', 'YONG LIAN HENG MINI MART', 'YOU YI LENG SHI PIN']",1.36265410749321,103.855288297631
201,ANG MO KIO 628 FOOD CENTRE,"628 ANG MO KIO AVE 4, S560628","['MEI LI JIA AQUARIUM', 'SWEE FROZEN FOOD', '01-110', '118119', '1193', '133', '134', '147 QUALITY FROZEN FOOD', '628 DRIED GOODS (WM)', '628 ECONOMIC BEE HOON', '628 PLASTIC WARES (LU)', '628 SUNDRY GOODS (LU)', '72 XIAO CHU ZI JIA', 'AMK 628 ASSORTED GOODS', 'ANG MO KIO COLD HOT', 'ANG MO KIO FLORIST', 'ANTHEA FLORISTS AND GIFTS (WM)', 'BEAUTY TAYLOR', 'BEDOK FISHBALL', 'BEELIVES PTE LTD (WM)', 'BETTYS PORK', 'BLACK WHITE CARROT CAKE', 'CHEO BECK', 'CHOON BOH', 'CHOON BOH 202', 'CHWEE KUEY (AMK)', 'CURRY MIXED VEG RICE', 'DA JIA LAI', 'DELISNACKS', 'DIAN XIAN MIAN', 'DXM', 'FASHION CLOTHING (WM)', 'FAT FAT FRUITS STALL (WM)', 'FOY YIN VEGETARIAN FOOD', 'FRESH CHICKEN', 'GREEN HEALTHCARE HOUSE (LU)', 'GREEN SUPERMART', 'HAO QING XIANG', 'HAPPY DUCK', 'HENG HUAT SOUP HOUSE', 'HIAP SENG LEE', 'HO BEE ROASTED FOOD', 'HOCK TAI NOODLE STALL', 'HOE PING COOKED FOOD', 'HOMECOOK DELIGHT', 'HONG LENG TIDBITS (WM)', 'HUA FATT COFFEE STALL', 'HUP CHEONG (WM)', 'INDO FRESH PORK', 'JF NATURES PRODUCTS', 'JIAN LAI SENG', 'JIN MAO HAINANESE', 'JOTHI SPICES (WM)', 'JUN DC & LAUNDRY', 'KEYPRO (WM)', 'KHAN MEAT SUPPLIER', 'KONOMI ZEN', 'KUOH ENTERPRISE (WM)', 'LADY & BABY FASHION (WM)', 'LAI HENG', 'LAI SENG DESSERT', 'LI XIANG FISH SOUP', 'LI YU ENTERPRISE', 'LOW FISH STALL 199', 'LOW FISH STALL 200', 'LUCKY SOYA BEAN', 'MEI LI JIA AQUARIUM', 'MENG KEE', 'NAN 201', 'NASI LEMAK 67', 'NEW EASTERN KIM TEE (WM)', 'NMR INDIAN MUSLIM FOOD', 'QING PING', 'QIONG MEI YUAN', 'RI XIN LENG RI YIN PIN', ""ROSNAH'S FAMILY KITCHEN"", 'SEAFOOD 01-179', 'SEAFOOD 1180', 'SELETAR LET KEE PROVISION', 'SENG KEE', 'SENG SIONG', 'SONG FRESH', 'SONG HENG FISHBALL', 'SOON WOO', 'SPINACH YONG TAU FOO', 'SUMO BIG PRAWN', 'SUMO FRIED HOKKIEN PRAWN MEE', 'SUSAN FASHION', 'SWEE FROZEN FOOD', 'TANGLIN HAINAN CURRY RICE', 'TECK LIM', 'THE HOUSE OF RECIPE', 'THE MENG CHU FASHION (WM)', 'TIAN DA FOODSTUFFS', 'TIANG HUAT', 'TIONG ANN', 'TOFU 131', 'TOFU 132', 'TRADITIONAL PANCAKE', 'VEGETABLES 01-194', 'VEGETABLES 01-195', 'WAH KEE PRAWN NOODLES', 'WATER LILY', 'XH FRESH FRUITS (WM)', 'YI DAI MIAN BAO', 'YI THONG NOODLES', 'YU JIA ZHUANG', 'ZENJIE TRADITIONAL']",1.38098761665454,103.840628087484
202,CHONG BOON MARKET & FOOD CENTRE,"453A ANG MO KIO AVE 10, S561453","['144 FASHION', '453 FRUITS', '453 PORRIDGE', '453 SPICES', 'AH CHAI FROZEN FOOD', 'ANG HOCK GUAN', 'AZIZI MUSLIM FOOD', 'BAI JIA YUAN BAN MIAN', 'BEANCURD STALL 01-73', 'BOON YEN MENG FISH STALL', 'CHAN FLOWER SHOP', 'CHIA VEG STALL', 'CHING CHUAN COFFEE', 'CSM ELECTRICAL TRADING', 'DELISNACKS', 'DOU XIANG COLD SOYA BEAN', 'ER HAK KIM FLOWER SHOP', 'ERAY EGGS', 'FRESH CHICKEN', 'FROZEN FOOD 01-85', 'GOLD FRUITS', 'GOOD EARTH VEGETARIAN', 'GUAN HUAT COFFEE STALL', 'HOCK THYE NOODLE HOUSE', 'HOUGANG FIVE MILE FOOD', 'HUA HUA COOKED FOOD', 'INDONESIA FRESH PORK', ""JEAN'S GOODIES"", 'JU FASHION', 'KOH DRIED GOODS', 'LIM AH NEE FRUITS STALL', 'LIM EGG STALL', 'LINS FASHION', 'LUCKY SOYA BEAN MILK', 'MACPHERSON HAI SING KWAY', 'POH HUA MICED MEAT', 'PURE SUGARCANE JUICE', 'RAHIM MUSLIM FOOD', 'RI RI XIN DESSERT', 'RI XING COFFEE STALL', 'SAN WAH HOCK FRUITS STALL', 'SI LING SHAO LA', 'SK SEAFOOD', 'SWEE BEE CHICKEN RICE', 'TAN VEG STALL', 'THE FISH PRINCE', 'TIAN TIAN LAI COOKED FOOD', 'WEE CHICKEN', 'YET KEK SIM COFFEE', 'YU FA CLAYPOT DELIGHTS', 'YU KEE BRAISED DUCK RICE']",1.36824053741879,103.856351467175
203,FERNVALE HAWKER CENTRE AND MARKET,"21 SENGKANG WEST AVE, S797650","['ABANG TEH TARIK', 'AHER SOUP', 'AL HYZIN MEE DELIGHTS', 'AL-MALIK CUISINE FV', 'AMOY STREET LOR MEE', 'BEDOK ONE HOKKIEN MEE FV', 'CHANG CHENG MIXED RICE', 'CHINA WHAMPOA', 'DANISH PRATA PARADISE', ""D'JUNCTION BAKERY"", 'FAIRPRICE HC - DESSERT', 'FAIRPRICE HC - DRINK', 'FENG XIANG BKT', 'FINS & FEATHERS FV', 'FU SHI ROASTED WANTON MEE', 'GOMART 29', 'GOMART 30', 'GOMART 31', 'GOMART 32', 'GOMART 33', 'GREENTEA RICE', 'HAPPY DURIAN', 'HAPPY FARMER', 'HAPPY FRUITY', 'HAPPY PEOPLE', 'HAPPY VEGGIE', 'HOCK HAI CURRY NOODLE', 'JIN KIMCHI 22', 'JIN KIMCHI 35', 'JIN KIMCHI 36', 'JIN KIMCHI 37', 'JIN KIMCHI 38', 'LONG DING SEAFOOD FV', 'MUNCHI PANCAKES', ""NATURE'S HARVEST 44"", ""NATURE'S HARVEST 45"", ""NATURE'S HARVEST 46"", ""NATURE'S HARVEST 47"", ""NATURE'S HARVEST 48"", 'SAN YI XUAN FV', 'SAUDAGAR PENYEK', 'SENG HIANG BAK CHOR MEE', 'SONG ZHOU CARROT CAKE', 'TONG FONG FATT FV', ""UMI'S SPICES"", 'WHITLEY RD BIG PRAWN MEE', 'XIN XIN', 'YI QI FA']",1.39172205939728,103.877039053461
204,KEBUN BARU MARKET & FOOD CENTRE,"226D ANG MO KIO AVE 1, S564226","['01-53', '01-54', '01-58', '01-59', 'FRESH SOYA BEAN', 'FROZEN FOOD STALL', 'FU KO XIANG', 'INDIAN CUISINE STALL', 'JIN STALL', 'JQ HUT AGARWOOD', 'MARSILING FISH SOUP', 'MDM HO', 'PIECE N SUNDRY GOODS', 'POH HENG LONG', 'PROVISION SHOP', 'RU LAI VEGETARIAN FOOD', 'TIAN XING JADE', 'UNIVERSAL VEGETARIAN', 'VEGETABLE 01-47', 'VEGTABLE 01-48', 'XIANG CHUAN', 'YE LAI FONG']",1.36681000469504,103.839142557804
205,LIM YAN HWEE TRADING,"261 SERANGOON CENTRAL, S550261","['LIM YAN HWEE TRADING P/L', 'SAN BAO FISH SOUP']",1.35405255194874,103.872524450991
206,One Punggol Hawker Centre,"1 PUNGGOL DR, S828629","['AH BALLING PEANUT SOUP', 'AMOY BAN MIAN', 'CI EN VEGETARIAN', 'CV @ PUNGGOL', 'FEI ZHUANG YUAN', 'FRUIT JUICE', 'FU YUAN MALA XIANG GUO', 'GUO QIN NOODLES OPH', 'HAKKA LEIPOPO @ OP', 'HI LESKMI WHAMPOA OP', 'JIN KIMCHI 16', 'KWANG KEE TEOCHEW FP', 'NO.25 MINCED MEAT NOODLE', 'OPHC-TUP', 'PHAT JACK', 'PHC-TIMBREPIZZA', 'POKEQPAN', 'RENDANG NATION', 'SAM KEE CHICKEN RICE', 'SHAHITH AR RAHEEQ', 'SOUPERB', 'TUCK SHOP', 'UNCLE PENYET', 'YI RU HENG ECONOMIC RICE', 'ZI JIA LIANG DOU FU 1PG']",1.40829892495231,103.905104199124
207,Serangoon Garden Market & Food Cente,"49A SERANGOON GARDEN WAY, S555945",['GARDENS YOU TIAO'],1.36273680777483,103.866162163042
208,SHUNFU MART FOOD CENTRE MARKET,"320 SHUNFU RD, S570320",['GROCERY'],1.35202557030738,103.836964508353
209,106 FOOD ALLIANCE,"106 HOUGANG AVE 1, S530106","['106 SEAFOOD RESTAURANT', 'CHAREN THAI FOOD', 'GUAN CHEE HK ROASTED DUCK', 'REX WESTERN']",1.3537029714401,103.890680792553
210,151 COFFEE & TEA,"151 SERANGOON NORTH AVE 2, S550151","['DING WANG 539', 'GO 2 EAT', 'WU MING']",1.369311221766,103.874382847112
211,443 AMK EATING HOUSE,"443 ANG MO KIO AVE 10, S560443","['COCOBAAN LLP', 'F&B AMK443']",1.36604388871674,103.855368968681
212,7 STARS (151),"151 ANG MO KIO AVE 5, S560151",['KOW LOON TIM SUM'],1.37671105271454,103.841168190659
213,7 STARS (312A),"312A SUMANG LINK, S821312","['AL HABIB 312A', 'CITADINES KITCHENS (WAH)', 'JUSTEAT', ""TAN'S NOODLES""]",1.41081926900094,103.900371677782
214,AK SALMAL EATING HOUSE,"509 BISHAN ST 11, S570509",['NASI BRIYANI'],1.34862997302065,103.84957198305
215,AMK 232 FOODHOUSE,"232 ANG MO KIO AVE 3, S560232","['CS232', 'DS232', 'HE JI NOODLES', 'KWAY CHAP', 'RED LANTERN', 'WGS KB232']",1.36834606813391,103.837196046409
216,BADALING (153A),"153A SERANGOON NORTH AVE, S551153","['CHEF K WESTERN', 'ST 2', 'ST 7', 'ST 8']",1.36976829891192,103.87197236515
217,BADALING (446),"446 ANG MO KIO AVE 10, S560446","['446 WESTERN', 'ABANG GEMUK', 'BADALING', 'CHUANG YI SEAFOOD', 'GEE XIANG MIXED RICE', 'YES! NASI KUKUS', 'ZHENG XING']",1.36776095130953,103.855357145908
218,BADALING (AMK 347),"347 ANG MO KIO AVE 3, S560347",['KALLANG AIRPORT WANTON'],1.36733858334098,103.848576334625
219,BGAIN 630,"630 AMK AVE 4, S560630","['AHER SOUP S4', 'BGAIN 630', 'CHAR GRILL 630', 'CHAR GRILL BAR 630', 'MEIXI YONG TAU FOO AMK630', 'MY SEAFOOD HOUSE 630', 'PANCAKE KING', 'YU PAN']",1.38054138917049,103.841068277331
220,BROADWAY (612),"612 PUNGGOL DR, S820612","['BROADWAY 612 DK', 'BROADWAY 612 MR', 'BROADWAY 612 RD', 'BROADWAY 612 SF', 'BROADWAY WESTERN PL', 'HOSHUN']",1.40461002757106,103.908665607554
221,BROADWAY (727),"727 ANG MO KIO AVE 6, S560727","['BROADWAY 727 DK', 'BROADWAY 727 RD', 'FOCACCIA FOODS PTE LTD (OMG GRILL & PIZZA )', 'HOSHUN', 'XI SHI CURRY RICE']",1.37265516270327,103.846063281992
222,CHOICE @338,"338 ANG MO KIO AVE 1, S560338","['338 FOODLOFT', 'TRADITIONAL PRAWN MEE']",1.36389570157547,103.848986957428
223,CU FNB PTE LTD,"122 ANG MO KIO AVE 3, S560122","['CLEMENTI 308', 'HONG FENG LA MIAN']",1.37018860668947,103.843413231524
224,DE TIAN (631),"631 ANG MO KIO AVE 4, S560631","['631 SAN HUP', '925 CHICKEN RICE', 'AMK 631 DRINK STALL', 'AMK 631 SEAFOOD']",1.3795572819161,103.840735651035
225,FM FOODMORE (SERANGOON),"19 SERANGOON NORTH AVE 5, S554913","['99 HK ROAST DELIGHT', 'GAO BAN MIAN SERANGOON', 'KAO WESTERN SERANGOON', 'MALAY FOOD', 'SHUN KEE YONG TAU FOO', 'SONGYANG MIXED VEG', 'SUDHAS BANANA LEAF', 'TENG SHENG KOREAN CUISINE', 'YI PIN TANG MALA SN']",1.37563500157221,103.871996419103
226,FOOD PARADISE (417),"417 FERNVALE LINK, S790417","['417 FERNVALE', 'INDULGE', 'MIXED VEGE RICE 417', 'YU PAN-FV417']",1.39158622983505,103.879874611419
227,FOODCITY (529),"529 HOUGANG AVE 6, S530529","['CHICKEN RICE', 'DS 529 HG', 'MASTER HUA', 'MV 529 HG', 'SM71 FISHBALL NOODLES']",1.37546896487502,103.890729546346
228,FOODHUB (214),"214 SERANGOON AVE 4, S550214","['214 WESTERN', 'BADALING 214 DRINKS', 'BADALING 214 INDIAN', 'FRAGRANCE WOK', 'FU', 'KIM HENG HK ROASTED', 'S5B0', 'SGN AL HAYAT', 'TJR ORIGINAL 214 SG', 'WANG WANG KITCHEN', 'WEN JI NOODLE']",1.35732426852701,103.873634696558
229,FOODLOFT (721)/BROADWAY (721),"721 ANG MO KIO AVE 8, S560721","['721 DAILY GREEN', '721 DONBURI NO TATSUJIN', '721 EL CARBON', '721 FOODLOFT', '721 SAVEUR THAI', 'JP FOOD MENU', 'OK CHICKEN RICE (AMK)']",1.37234984781557,103.847899479721
230,FU CHAN (447),"447A JALAN KAYU, S791447","['ST 1', 'ST 2', 'ST 3', 'ST 4', 'ST 5', 'ST 6', 'ST 7']",1.3921382852483,103.872490556246
231,FOODPARK (39),"39 SIN MING RD, S575713","['989 VIETNAM FOOD', 'DRINKS STALL 39']",1.36137692857399,103.838300889531
232,GIM HUAT,"24 SIN MING RD, S570024","['24 HAINANESE CHICKEN RICE', 'JIANG QUAN', 'JIN FA', 'LO HEE', 'PIAO XIANG', 'RU LAI ZHAI', 'SEN YAN', 'SIN MING ROTI PRATA']",1.35518696986305,103.836337992513
233,GOURMET EXPRESS,"514A BISHAN ST 13, S571514","['CS514A', 'DS514A', 'HOKKIEN PRAWN MEE', 'MVR514A', 'SF514A']",1.35081674654628,103.850571470566
234,HAI ZHONG BAO (204),"204 SERANGOON CENTRAL, S550204","['28 NOODLES', 'AH SENG BRAISED DUCK', 'HAI ZHONG BAO', 'LI YUAN MEE PORK - BEDOK']",1.35243827939715,103.873298136881
235,HAPPY HAWKER (433A),"433A SENG KANG WEST WAY, S791433","['433 SENGKANG WEST WAY', 'HONG XIN 433', 'MARUHACHI', 'NASI LEMAK', 'ST 7A', 'ST 7B', 'XIN SHENG ROASTED']",1.39494947298112,103.877566961287
236,HAPPY HAWKERS (215C),"215C COMPASSVALE DR, S543215","['DIM SUM 215C', 'DS215C', 'PIZZA PAZZA', 'QUAN JI']",1.38977026274295,103.892787161183
237,HAPPY HAWKERS (622D),"622D PUNGGOL CENTRAL, S824622",['622D XING LE'],1.40053114998822,103.910536919134
238,HOKI (150A),"150A BISHAN ST 11, S571150","['FU HUI CHWEE KWAY', 'FU HUI COOKED FOOD', 'FU HUI NOODLES', 'HOKI']",1.34455983329518,103.855737419596
239,HOUGANG FOOD PLACE,"246 HOUGANG ST 22, S530246","['CS246', 'DING JI', 'DS246', 'GBL ELECTRICAL ENGR', 'JIA JIA 246', 'LENG KITCHEN', 'OLD WORLD BAKUTEH BEDOK', 'TENDERBEST 246 HG']",1.35876258437852,103.891460074318
240,KF78 PTE LTD,"112 BISHAN ST 12, S570112","['CHANG WANG', 'DRINK STALL KF78', 'LEE HUAT NOODLE']",1.34681029782167,103.84904106054
241,KIMLY (147),"147 SERANGOON NORTH AVE 1, S550147","['CS147', 'JIA JIA VEGETARIAN', 'MVR147', 'SF147', 'SHENG HE NOODLE HOUSE', 'XING LONG 147']",1.36851857390771,103.872804036824
242,KIMLY (280),"280 BISHAN ST 24, S570280","['CS280', 'DS280', 'MVR280', 'SF280']",1.35742119635953,103.844275790603
243,KIMLY (322),"322 SUMANG WALK, S820322","['CHEF RECIPE 322', 'CS322', 'DS322', 'ERBOMU NOODLES 322PG', 'LE XIAO CHU 322', 'TFW SUMANG WALK', 'UNCLE PENYET', 'YU PAN']",1.41124703512714,103.897501361265
244,KIMLY (408 AMK),"408 ANG MO KIO AVE 10, S560408",['FU'],1.36209053459188,103.854587757902
245,KIMLY (476D),"476D UPPER SERANGOON VIEW, S537476","['AL MURABAK 476D', 'CS476', 'DS476D', 'MVR476D', 'SF476D', 'TENDERBEST', 'TEOCHEW FISH SOUP']",1.37791506138102,103.903623796196
246,KIMLY (722),"722 ANG MO KIO AVE 8, S560722","['925 CHICKEN RICE', 'AMK CURRY PUFF', 'CS722', 'LI YUAN B K T', 'SIGNATURE CURRY']",1.37224394036323,103.847529279223
247,KOPITIAM (10),"10 SENGKANG SQUARE, S544829","['KSQ-DESSERT 20A', 'KSQ-DRINKS S20', 'KSQ-FRUIT STALL 20B', 'KSQ-HONG XIN MVR', 'KSQ-LOK LOK', 'KSQ-WESTERN CUISINE', 'TECK LI CHICKEN RICE']",1.39135982178512,103.893839556119
248,KOPITIAM (150),"150 BISHAN ST 11, S570150",['I CHICKS'],1.34464112446637,103.855389961371
249,KOPITIAM (275D),"275D COMPASSVALE LINK, S544275","['KC5-DESSERT STALLS', 'KC5-DRINKS STALL', 'KC5-FISH SOUP', 'THAI RECIPE']",1.38290495731413,103.893713485123
250,KOPITIAM (455),"455 SENGKANG WEST AVE, S790455","['455 HONG XIN MVR', 'BADALING 455 DRINKS', 'HUFF & PUFF', 'L&M SEAFOOD', 'WONTON MAMA']",1.39183688254074,103.871190376558
251,KOUFU (118),"118 RIVERVALE DR, S540118","['KOUFU 118 RV01 Pig Organ Soup', 'KOUFU 118 RV02 Ban Mian', 'KOUFU 118 RV03', 'KOUFU 118 RV04 Chicken Rice', 'KOUFU 118 RV05 Noodle', 'KOUFU 118 RV06 Noodle House', 'KOUFU 118 RV07 Mixed Veg', 'KOUFU 118 RV08 Korean & Japenese', 'KOUFU 118 DIMSUM', 'KOUFU PTE LTD 118 DRINKS']",1.3855530969334,103.901960668798
252,KOUFU (991),"991 BUANGKOK LINK, S530991","['KOUFU 991 BS01', 'KOUFU 991 BS02', 'KOUFU 991 BS03', 'KOUFU 991 BS05', 'KOUFU 991 BS06', 'KOUFU 991 BSR1', 'KOUFU 991 BSR2', 'KOUFU 991 BSR3', 'KOUFU 991 BSR4', 'KOUFU 991 BSR5', 'KOUFU 991 DIMSUM', 'KOUFU PTE LTD 991 DRINKS']",1.38433426615655,103.881623070164
253,KPT (504A),"504A SERANGOON NORTH AVE 4, S555850","['CHOWHOUND', 'KPT 78 TZE CHAR']",1.37399768680103,103.875704727628
254,LEPAK ONE CORNER,"326 ANCHORVALE RD, S540326","['YASSIN KAMPUNG SK ST 1', 'YASSIN KAMPUNG SK ST 2', 'YASSIN KAMPUNG SK ST 3', 'YASSIN KAMPUNG SK ST 4']",1.39494235403856,103.888535631291
255,MEI LIM,"546A SERANGOON NORTH AVE 3, S551546",['BEVERAGE'],1.37404886396678,103.870134120792
256,NAIFU COFFEE HOUSE PTE LTD,"151 BISHAN ST 11, S570151",['NAIFU COFFEE HOUSE'],1.34503633187128,103.855559249248
257,NEW CENTURY FOOD HOUSE (151),"151 BISHAN ST 11, S570151","['99 THAI STORY', 'MALA HOTPOT', 'NEW CENTURY 151', 'THE VEGGIE DOJO']",1.34503633187128,103.855559249248
258,PP146 FOOD HOUSE,"421C NORTHSHORE DR, S823421","['MVR421C', 'TFW']",1.41921326140541,103.905299855658
259,Q'SON GROUP,"108 ANG MO KIO AVE 4, S560108","['MEE BAGUS', 'TONG FONG FATT 108 AMK']",1.37096635222625,103.838201940326
260,S11 (107),"107 HOUGANG AVE 1, S530107","['T.O.T.E WESTERN FOOD', 'YI DING HAO CHICKEN RICE']",1.35341697831363,103.89068821489
261,S11 (530),"530 ANG MO KIO AVE 10, S560530","['OVERCOOKED MOOKATA', 'ZHONG HUA GUO WANG']",1.37273243763236,103.85527326009
262,SOON SOON LAI EATING HOUSE,"32 DEFU LANE 10, S539213",['NEWTON BIG PRAWNS NOODLES'],1.35105565771311,103.89176877097
263,TAI WAH CHOK KEE,"435A HOUGANG AVE 8, S531435","['HOUGANG FRIED OYSTER', 'KING UMAR PRATA HUT', 'LUCKY BAN MIAN', 'OCEAN SEAFOOD 435A HOUGANG']",1.3776871958077,103.893997600765
264,TASTEBUD EATING HOUSE (218),"218 SUMANG WALK, S820218","['218 WANG MIXED RICE', 'MING XIANG', 'MING XIANG ZI CHAR', 'PG XG']",1.40322712524584,103.89538702242
265,THE GRAIN SHOP,"365B UPPER SERANGOON RD, S532365","['365 DRINK', 'FATTY BOM BOM', 'ST 3']",1.36920419004326,103.897512942583
266,WAN HAO DELICACIES,"22 SIN MING RD, S570022","['DRINK STALL', 'HAPPY DELIGHTS', 'HOYEAH NASI LEMAK', 'RED LANTERN', 'ZHENG JI']",1.3572844410824,103.839396679952
267,WU FU (511),"511 HOUGANG AVE 10, S530511","['LI YUAN MEE POK 511 HG', 'OCEAN SEAFOOD 511 HOUGANG', 'YES! TOMATO']",1.37207420608508,103.888728981515
268,YI JIA FOOD HOUSE (982),"982 BUANGKOK CRESCENT, S530982","['982 GUO CHANG MALA', 'AROMA ASLI', 'FENG WEI CHICKEN RICE', 'FENG WEI SEAFOOD', 'HOKI', 'JIN HE YONG TAU FOO', 'JIN SHENG 982 BK', 'MIAN JIA', 'SRP PTE LTD', 'YI JIA FOOD HOUSE', 'YUAN JI DELIGHTS']",1.3808503546459,103.879309094304
269,ZHI YUAN COFFEE,"151A SERANGOON NORTH AVE 2, S551151","['151A FISHBALL NOODLE', 'CHICKEN RICE', 'FISH SOUP', 'IPOH HOR FUN', 'MIXED VEG RICE', 'PRAWN NOODLE', 'ZHI YUAN COFFEE STALL']",1.36953424620889,103.873492369263
270,BEE KEONG RESTAURANT,"5058 ANG MO KIO IND PARK 2, S569561","['AH YU BAN MIAN', 'CHEF LOY ROASTED MEAT', 'FU GUI MIXED RICE', 'XIAN YUAN VEGETARIAN']",1.37493578950143,103.860304943757
271,JTC AVIATION TWO,"690 WEST CAMP RD, S797523","['AROY SURE THAI', 'MALAY CUISINE']",1.41997551595813,103.863931571843
272,KOLA FOOD CENTRE,"36 SIN MING DR, S575710","['DAPUR BUNDA ZALEHA', 'JIANG NAN RESTAURANT', 'KOLA FOOD CENTRE', 'SEMBAWANG INDONESIA FOOD', 'STALL 02', 'YA RONG PRAWN NOODLE']",1.35884114756586,103.836938065119
273,146 MARKET,"146 TECK WHYE AVE, S680146",['AL HABIB 146'],1.3811166785123,103.752527098337
274,156 BUKIT BATOK WET MARKET,"156 BUKIT BATOK ST 11, S650156",['BERKAT SEPAKAT MINIMARKET'],1.34836489977938,103.743842009803
275,497 JURONG WEST WET MARKET,"497 JURONG WEST, S640497",['CHANG FU TONIC'],1.34942302974602,103.724280983137
